"Machine";"Table schema";"Query";"Compiler";"Opt. level";"Layout name";"Chunk size [tuples]";"Chunk size provided at";"Chunk sizes considered";"ConfIntLow";"ConfIntHigh";"run1";"run2";"run3";"run4";"run5";"Best solution"
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O1";"columnX9";"512";"Runtime";"Powers of 2";0.44148339339845;0.44344980660155;0.44273;0.442358;0.44244;0.442331;0.442474;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O1";"columnX10";"1024";"Runtime";"Powers of 2";0.29133980986577;0.29353779013423;0.292445;0.292743;0.292334;0.292318;0.292354;t
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O1";"columnX11";"2048";"Runtime";"Powers of 2";0.291860588718689;0.292735411281311;0.292368;0.292256;0.29233;0.29234;0.292196;t
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O1";"columnX12";"4096";"Runtime";"Powers of 2";0.292840641632908;0.295401758367092;0.294487;0.294068;0.294017;0.294039;0.293995;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O1";"columnX0";"1";"Compile time";"Powers of 2";0.344810526661217;0.345651473338783;0.345334;0.345222;0.345247;0.34515;0.345202;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O1";"columnX1";"2";"Compile time";"Powers of 2";0.490286473987941;0.491805126012059;0.491254;0.490986;0.491052;0.49099;0.490947;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O1";"columnX2";"4";"Compile time";"Powers of 2";0.685957212075621;0.689844387924379;0.688242;0.687391;0.687918;0.687932;0.688021;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O1";"columnX3";"8";"Compile time";"Powers of 2";0.669423330918044;0.670319069081956;0.669985;0.669803;0.669855;0.669821;0.669892;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O1";"columnX4";"16";"Compile time";"Powers of 2";0.661030173929017;0.661862626070983;0.661453;0.661529;0.661461;0.661342;0.661447;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O1";"columnX5";"32";"Compile time";"Powers of 2";0.600327648415123;0.601184351584877;0.600818;0.600743;0.600694;0.600688;0.600837;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O1";"columnX6";"64";"Compile time";"Powers of 2";0.46528662131658;0.46829097868342;0.466377;0.466807;0.46691;0.466846;0.467004;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O1";"columnX7";"128";"Compile time";"Powers of 2";0.437105555294066;0.439136444705934;0.438403;0.438001;0.438022;0.438115;0.438064;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O1";"columnX8";"256";"Compile time";"Powers of 2";0.507164326951186;0.521471673048814;0.515213;0.512751;0.514262;0.515046;;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O1";"columnX9";"512";"Compile time";"Powers of 2";0.460551597258159;0.461940402741841;0.461314;0.461053;0.461268;0.461263;0.461332;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O1";"columnX10";"1024";"Compile time";"Powers of 2";0.293372274773512;0.294702525226488;0.294166;0.294127;0.293958;0.29402;0.293916;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O1";"columnX11";"2048";"Compile time";"Powers of 2";0.294670869083762;0.295827530916238;0.295402;0.295268;0.295181;0.29522;0.295175;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O1";"columnX12";"4096";"Compile time";"Powers of 2";0.295647361084828;0.297077038915172;0.296496;0.296302;0.296225;0.296321;0.296467;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O1";"column";"n/a";"n/a";"n/a";0.294561333196874;0.295311466803126;0.294897;0.294871;0.294913;0.294999;0.295002;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O1";"row";"n/a";"n/a";"n/a";0.344880666583756;0.345658933416244;0.345235;0.345225;0.345226;0.34537;0.345293;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O2";"columnX0";"1";"Runtime";"Powers of 2";0.779991190068693;0.781182009931307;0.78075;0.780552;0.780512;0.78059;0.780529;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O2";"columnX1";"2";"Runtime";"Powers of 2";0.947872327467444;0.956891272532556;0.952973;0.95206;0.951322;0.95311;0.952444;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O2";"columnX2";"4";"Runtime";"Powers of 2";1.27213056405673;1.27303183594327;1.272663;1.272511;1.272656;1.27253;1.272546;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O2";"columnX3";"8";"Runtime";"Powers of 2";0.993277920602169;1.01790967939783;1.006991;1.00667;1.005624;1.002163;1.006521;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O2";"columnX4";"16";"Runtime";"Powers of 2";0.773491551357048;0.774524448642952;0.774145;0.773991;0.773982;0.774003;0.773919;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O2";"columnX5";"32";"Runtime";"Powers of 2";0.696481014689147;0.697819785310853;0.697225;0.697082;0.697043;0.697102;0.6973;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O2";"columnX6";"64";"Runtime";"Powers of 2";0.692067959528261;0.692936840471739;0.69259;0.692522;0.69253;0.692406;0.692464;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O2";"columnX7";"128";"Runtime";"Powers of 2";0.687865790354521;0.689202209645479;0.688636;0.688512;0.688359;0.688594;0.688569;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O2";"columnX8";"256";"Runtime";"Powers of 2";0.754901179476816;0.756146420523184;0.75558;0.755495;0.755426;0.755449;0.755669;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O2";"columnX9";"512";"Runtime";"Powers of 2";0.692204665971969;0.693922534028032;0.693305;0.693034;0.693003;0.693022;0.692954;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O2";"columnX10";"1024";"Runtime";"Powers of 2";0.595416815416813;0.596166784583187;0.59587;0.595783;0.59583;0.595714;0.595762;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O2";"columnX11";"2048";"Runtime";"Powers of 2";0.585222089484024;0.586350310515976;0.585784;0.585936;0.585712;0.585715;0.585784;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O2";"columnX12";"4096";"Runtime";"Powers of 2";0.578318367115489;0.579594432884511;0.579129;0.578925;0.578879;0.578883;0.578966;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O2";"columnX0";"1";"Compile time";"Powers of 2";0.703836535230912;0.704683464769088;0.704348;0.704276;0.704205;0.704179;0.704292;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O2";"columnX1";"2";"Compile time";"Powers of 2";0.376398671433717;0.377247328566283;0.376945;0.376793;0.376796;0.376785;0.376796;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O2";"columnX2";"4";"Compile time";"Powers of 2";0.363050132115175;0.364035867884825;0.363657;0.363479;0.363538;0.36358;0.363461;t
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O2";"columnX3";"8";"Compile time";"Powers of 2";0.801504315296232;0.802529684703768;0.802011;0.801981;0.802098;0.801901;0.802094;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O2";"columnX4";"16";"Compile time";"Powers of 2";0.683817966948135;0.685207233051865;0.684688;0.684485;0.68455;0.68442;0.68442;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O2";"columnX5";"32";"Compile time";"Powers of 2";0.618656030862178;0.622099469137822;0.619977;0.620477;0.620486;0.620571;;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O2";"columnX6";"64";"Compile time";"Powers of 2";0.688407416731682;0.689267783268318;0.68892;0.688829;0.688816;0.688884;0.688739;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O2";"columnX7";"128";"Compile time";"Powers of 2";0.6870008876907;0.6879611123093;0.687591;0.687385;0.687516;0.687447;0.687466;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O2";"columnX8";"256";"Compile time";"Powers of 2";0.755241139517011;0.756231260482989;0.755854;0.755671;0.755779;0.755667;0.75571;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O2";"columnX9";"512";"Compile time";"Powers of 2";0.678263874216274;0.684482125783726;0.681657;0.681536;0.680517;0.681777;0.681378;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O2";"columnX10";"1024";"Compile time";"Powers of 2";0.563203731779841;0.564222668220159;0.563859;0.563671;0.563681;0.563665;0.56369;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O2";"columnX11";"2048";"Compile time";"Powers of 2";0.553323070833356;0.554893729166644;0.554307;0.55398;0.554132;0.554022;0.554101;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O2";"columnX12";"4096";"Compile time";"Powers of 2";0.547443232372643;0.548269167627357;0.547911;0.547872;0.547923;0.547804;0.547771;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O2";"column";"n/a";"n/a";"n/a";0.574007249436604;0.574773950563396;0.574316;0.574362;0.574428;0.574372;0.574475;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O2";"row";"n/a";"n/a";"n/a";0.705065155895517;0.706575644104483;0.705752;0.705855;0.705649;0.705885;0.705961;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O3";"columnX0";"1";"Runtime";"Powers of 2";0.780095963688305;0.781191636311695;0.780787;0.780635;0.780628;0.780625;0.780544;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O3";"columnX1";"2";"Runtime";"Powers of 2";0.952440472444786;0.953653127555213;0.95307;0.952965;0.953003;0.953207;0.952989;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O3";"columnX2";"4";"Runtime";"Powers of 2";1.27208179858335;1.27327020141665;1.272838;1.272602;1.272659;1.272673;1.272608;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O3";"columnX3";"8";"Runtime";"Powers of 2";1.00351341422447;1.00952098577553;1.00659;1.006858;1.007051;1.006245;1.005842;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O3";"columnX4";"16";"Runtime";"Powers of 2";0.773548959656706;0.774752240343294;0.774305;0.774099;0.774076;0.774187;0.774086;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O3";"columnX5";"32";"Runtime";"Powers of 2";0.684618076679137;0.707121123320863;0.69531;0.692918;0.697023;0.697009;0.697088;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O3";"columnX6";"64";"Runtime";"Powers of 2";0.692151487222534;0.692804512777466;0.692553;0.692429;0.692432;0.692469;0.692507;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O3";"columnX7";"128";"Runtime";"Powers of 2";0.681040581238091;0.694764618761909;0.685927;0.688416;0.688452;0.68833;0.688388;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O3";"columnX8";"256";"Runtime";"Powers of 2";0.755061304914031;0.756299095085969;0.755761;0.755573;0.755796;0.755589;0.755682;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O3";"columnX9";"512";"Runtime";"Powers of 2";0.6907753473108;0.6952622526892;0.693275;0.693122;0.69242;0.69331;0.692967;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O3";"columnX10";"1024";"Runtime";"Powers of 2";0.595269110080329;0.596414089919671;0.596004;0.595796;0.595819;0.595777;0.595812;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O3";"columnX11";"2048";"Runtime";"Powers of 2";0.579422745054228;0.590933254945772;0.585718;0.585722;0.585537;0.58354;0.585373;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O3";"columnX12";"4096";"Runtime";"Powers of 2";0.57851240471259;0.57961519528741;0.579172;0.57914;0.578962;0.579034;0.579011;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O3";"columnX0";"1";"Compile time";"Powers of 2";0.703945827206319;0.704510572793681;0.704245;0.704278;0.704247;0.704158;0.704213;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O3";"columnX1";"2";"Compile time";"Powers of 2";0.783235349163807;0.787446250836193;0.785647;0.78512;0.785409;0.785652;0.784876;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O3";"columnX2";"4";"Compile time";"Powers of 2";0.712909775140471;0.714003024859529;0.713604;0.713378;0.713402;0.713447;0.713451;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O3";"columnX3";"8";"Compile time";"Powers of 2";0.793230796822511;0.809573603177489;0.802235;0.801913;0.801981;0.799064;0.801818;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O3";"columnX4";"16";"Compile time";"Powers of 2";0.683993684256007;0.685393915743993;0.684861;0.684747;0.684609;0.684669;0.684583;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O3";"columnX5";"32";"Compile time";"Powers of 2";0.610570692689759;0.628346507310241;0.620174;0.620142;0.620049;0.6169;0.620028;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O3";"columnX6";"64";"Compile time";"Powers of 2";0.688337380742781;0.689371419257219;0.688972;0.688784;0.688768;0.688855;0.688893;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O3";"columnX7";"128";"Compile time";"Powers of 2";0.65362993907959;0.71560766092041;0.687717;0.687767;0.676139;0.68404;0.687431;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O3";"columnX8";"256";"Compile time";"Powers of 2";0.755054512140583;0.756415887859417;0.755899;0.755699;0.755641;0.755791;0.755646;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O3";"columnX9";"512";"Compile time";"Powers of 2";0.6234249549349;0.7280890450651;0.662811;0.671508;0.681478;0.681439;0.681549;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O3";"columnX10";"1024";"Compile time";"Powers of 2";0.563138900422415;0.563887099577585;0.563601;0.56347;0.56355;0.563462;0.563482;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O3";"columnX11";"2048";"Compile time";"Powers of 2";0.553845529814711;0.555092070185289;0.554579;0.554578;0.554407;0.554388;0.554392;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O3";"columnX12";"4096";"Compile time";"Powers of 2";0.547536318658834;0.548645681341166;0.54811;0.548087;0.548064;0.547973;0.548221;t
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O3";"column";"n/a";"n/a";"n/a";0.572927658260562;0.576069541739437;0.574527;0.574376;0.574373;0.574292;0.574925;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT MIN(a+b) FROM t";"icpc";"-O3";"row";"n/a";"n/a";"n/a";0.704877982385587;0.706558417614413;0.705628;0.705658;0.705675;0.705672;0.705958;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT SUM(a*b) FROM t";"g++";"-O1";"columnX0";"1";"Runtime";"Powers of 2";0.657035241005666;0.657972758994334;0.657563;0.657583;0.657435;0.657415;0.657524;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT SUM(a*b) FROM t";"g++";"-O1";"columnX1";"2";"Runtime";"Powers of 2";0.545078904531049;0.547738695468951;0.546394;0.546095;0.546683;0.5465;0.546372;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT SUM(a*b) FROM t";"g++";"-O1";"columnX2";"4";"Runtime";"Powers of 2";0.429934122598466;0.431012277401534;0.430572;0.43054;0.430366;0.430407;0.430481;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT SUM(a*b) FROM t";"g++";"-O1";"columnX3";"8";"Runtime";"Powers of 2";0.3971360922461;0.4024351077539;0.400168;0.399947;0.399052;0.399875;0.399886;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT SUM(a*b) FROM t";"g++";"-O1";"columnX4";"16";"Runtime";"Powers of 2";0.420149178435074;0.421608421564926;0.421082;0.420817;0.420788;0.420836;0.420871;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT SUM(a*b) FROM t";"g++";"-O1";"columnX5";"32";"Runtime";"Powers of 2";0.470118289455543;0.471036210544457;0.470574;0.470675;0.470558;0.470502;;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT SUM(a*b) FROM t";"g++";"-O1";"columnX6";"64";"Runtime";"Powers of 2";0.474734726991057;0.476580873008943;0.475563;0.475587;0.475506;0.475794;0.475839;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT SUM(a*b) FROM t";"g++";"-O1";"columnX7";"128";"Runtime";"Powers of 2";0.482464041258504;0.490599958741496;0.486702;0.487567;0.486426;0.48595;0.486015;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT SUM(a*b) FROM t";"g++";"-O1";"columnX8";"256";"Runtime";"Powers of 2";0.568265211473868;0.570038388526132;0.569329;0.569044;0.569081;0.569023;0.569282;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT SUM(a*b) FROM t";"g++";"-O1";"columnX9";"512";"Runtime";"Powers of 2";0.527296047063852;0.536394752936148;0.532265;0.530539;0.53217;0.532156;0.532097;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT SUM(a*b) FROM t";"g++";"-O1";"columnX10";"1024";"Runtime";"Powers of 2";0.376029645750121;0.376855954249879;0.376522;0.376466;0.376401;0.376352;0.376473;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT SUM(a*b) FROM t";"g++";"-O1";"columnX11";"2048";"Runtime";"Powers of 2";0.377110064434981;0.378347935565019;0.377868;0.37769;0.377796;0.377661;0.37763;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT SUM(a*b) FROM t";"g++";"-O1";"columnX12";"4096";"Runtime";"Powers of 2";0.377350895366729;0.378196704633271;0.377792;0.377876;0.377724;0.377776;0.377701;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT SUM(a*b) FROM t";"g++";"-O1";"columnX0";"1";"Compile time";"Powers of 2";0.365769324012617;0.366749475987383;0.366325;0.366256;0.366341;0.366145;0.36623;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT SUM(a*b) FROM t";"g++";"-O1";"columnX1";"2";"Compile time";"Powers of 2";0.329564703839633;0.330684496160367;0.330275;0.330064;0.330127;0.330047;0.33011;t
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT SUM(a*b) FROM t";"g++";"-O1";"columnX2";"4";"Compile time";"Powers of 2";0.394709074745054;0.396500525254946;0.395841;0.395605;0.395459;0.395527;0.395592;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT SUM(a*b) FROM t";"g++";"-O1";"columnX3";"8";"Compile time";"Powers of 2";0.381082588002092;0.382577011997908;0.382023;0.381747;0.381865;0.381726;0.381788;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT SUM(a*b) FROM t";"g++";"-O1";"columnX4";"16";"Compile time";"Powers of 2";0.435991055331362;0.436803344668638;0.436457;0.436423;0.43645;0.436312;0.436344;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT SUM(a*b) FROM t";"g++";"-O1";"columnX5";"32";"Compile time";"Powers of 2";0.487256786983113;0.489290813016887;0.488399;0.488346;0.48835;0.48799;0.488284;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT SUM(a*b) FROM t";"g++";"-O1";"columnX6";"64";"Compile time";"Powers of 2";0.498605441201135;0.500604558798865;0.499804;0.499706;0.499631;0.499448;0.499436;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT SUM(a*b) FROM t";"g++";"-O1";"columnX7";"128";"Compile time";"Powers of 2";0.489172221995782;0.493546578004218;0.49157;0.491528;0.491516;0.491449;0.490734;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT SUM(a*b) FROM t";"g++";"-O1";"columnX8";"256";"Compile time";"Powers of 2";0.569526180542407;0.570436219457593;0.570061;0.570052;0.569914;0.569972;0.569907;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT SUM(a*b) FROM t";"g++";"-O1";"columnX9";"512";"Compile time";"Powers of 2";0.516778304441945;0.530103295558055;0.524064;0.523844;0.523929;0.523839;0.521528;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT SUM(a*b) FROM t";"g++";"-O1";"columnX10";"1024";"Compile time";"Powers of 2";0.366765879483774;0.367476920516226;0.367189;0.367158;0.367039;0.367101;0.36712;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT SUM(a*b) FROM t";"g++";"-O1";"columnX11";"2048";"Compile time";"Powers of 2";0.36671219510318;0.36805340489682;0.367525;0.36731;0.36735;0.367463;0.367266;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT SUM(a*b) FROM t";"g++";"-O1";"columnX12";"4096";"Compile time";"Powers of 2";0.367302513993237;0.368108286006763;0.367772;0.367714;0.367763;0.367629;0.367649;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT SUM(a*b) FROM t";"g++";"-O1";"row";"n/a";"n/a";"n/a";0.365503165277215;0.366212034722785;0.36586;0.365793;0.36588;0.365816;0.365939;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT SUM(a*b) FROM t";"g++";"-O1";"column";"n/a";"n/a";"n/a";0.378571922760255;0.379565277239745;0.379082;0.379109;0.379162;0.378949;0.379041;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT SUM(a*b) FROM t";"g++";"-O2";"columnX0";"1";"Runtime";"Powers of 2";0.606722272273534;0.608935727726466;0.607722;0.607664;0.607729;0.607947;0.608083;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT SUM(a*b) FROM t";"g++";"-O2";"columnX1";"2";"Runtime";"Powers of 2";0.539755438310403;0.541051761689597;0.540483;0.540293;0.540521;0.540299;0.540422;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT SUM(a*b) FROM t";"g++";"-O2";"columnX2";"4";"Runtime";"Powers of 2";0.422145755354458;0.423917044645542;0.423266;0.423019;0.423018;0.422881;0.422973;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT SUM(a*b) FROM t";"g++";"-O2";"columnX3";"8";"Runtime";"Powers of 2";0.402031293856495;0.404107706143505;0.403052;0.403028;0.402904;0.403294;;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT SUM(a*b) FROM t";"g++";"-O2";"columnX4";"16";"Runtime";"Powers of 2";0.441075842067557;0.442123757932443;0.441671;0.441512;0.441525;0.441591;0.4417;f
"Intel Xeon E5-2407 (Sandy Bridge)";"(int a, int b)";"SELECT SUM(a*b) FROM t";"g++";"-O2";"columnX5";"32";"Runtime";"Powers of 2";0.446527174625012;0.449564425374988;0.448215;0.448394;0.447861;0.447881;0.447878;f
